trip_id,datetime,date,month,hour,neighborhood,car_type,trip_type,distance_km,fare_usd,driver_rating,completed
T02586,2024-01-29 19:53,2024-01-29,1,19,Little Havana,SUV,airport,23.3,37.73,4,1
T02587,2024-01-18 00:47,2024-01-18,1,0,South Beach,Sedan,wedding,5.5,43.1,4,1
T02588,2024-05-13 15:55,2024-05-13,5,15,Midtown,SUV,nightlife,26.5,24.53,5,1
T02589,2024-03-07 22:34,2024-03-07,3,22,Brickell,Minivan,wedding,18.3,36.04,4,1
T02590,2024-06-14 17:45,2024-06-14,6,17,South Beach,Sedan,event,5.6,22.36,5,1
T02591,2024-01-16 09:51,2024-01-16,1,9,Midtown,SUV,wedding,7.4,34.49,5,1
T02592,2024-04-03 12:45,2024-04-03,4,12,Aventura,Sedan,wedding,9.1,39.18,5,1
T02593,2024-04-19 03:06,2024-04-19,4,3,Wynwood,Sedan,errand,4.7,35.51,4,1
T02594,2024-05-28 03:46,2024-05-28,5,3,Wynwood,Sedan,errand,5.8,44.56,5,1
T02595,2024-03-27 04:58,2024-03-27,3,4,Coral Gables,SUV,event,8.2,13.93,4,1
T02596,2024-01-25 10:41,2024-01-25,1,10,Brickell,Sedan,event,12.9,52.63,4,1
T02597,2024-05-05 07:48,2024-05-05,5,7,Coconut Grove,SUV,errand,7.0,47.85,5,1
T02598,2024-04-23 10:50,2024-04-23,4,10,Downtown,Sedan,wedding,11.7,45.2,4,1
T02599,2024-03-11 19:02,2024-03-11,3,19,Wynwood,Luxury,airport,6.3,31.38,5,1
T02600,2024-01-07 07:56,2024-01-07,1,7,Little Havana,SUV,long_distance,3.1,44.5,5,1
T02601,2024-03-15 09:45,2024-03-15,3,9,Wynwood,Minivan,long_distance,4.8,48.36,4,1
T02602,2024-05-01 22:28,2024-05-01,5,22,Coconut Grove,Sedan,airport,6.8,40.83,4,1
T02603,2024-06-26 04:09,2024-06-26,6,4,Doral,SUV,errand,13.6,33.01,5,1
T02604,2024-03-06 20:14,2024-03-06,3,20,South Beach,Sedan,airport,12.1,25.23,4,1
T02605,2024-02-07 18:00,2024-02-07,2,18,Coconut Grove,Luxury,errand,23.5,74.01,4,1
T02606,2024-05-12 12:30,2024-05-12,5,12,Doral,Sedan,airport,13.2,37.46,5,0
T02607,2024-06-13 04:37,2024-06-13,6,4,Aventura,SUV,errand,7.3,46.12,4,1
T02608,2024-04-06 15:41,2024-04-06,4,15,Wynwood,Luxury,long_distance,10.5,58.45,5,1
T02609,2024-05-03 12:00,2024-05-03,5,12,Brickell,Minivan,errand,3.8,62.54,5,1
T02610,2024-02-22 07:09,2024-02-22,2,7,Coconut Grove,SUV,long_distance,19.1,33.29,4,1
T02611,2024-01-31 20:12,2024-01-31,1,20,Little Havana,Minivan,event,6.5,22.58,4,1
T02612,2024-06-12 00:53,2024-06-12,6,0,Aventura,Sedan,airport,10.0,42.41,4,1
T02613,2024-04-03 21:02,2024-04-03,4,21,Midtown,SUV,wedding,8.9,46.87,4,1
T02614,2024-03-25 16:04,2024-03-25,3,16,Coconut Grove,SUV,long_distance,11.1,30.21,5,0
T02615,2024-05-17 02:51,2024-05-17,5,2,South Beach,Luxury,event,12.8,66.2,5,1
T02616,2024-03-04 07:16,2024-03-04,3,7,Wynwood,Sedan,wedding,18.5,46.3,5,0
T02617,2024-03-03 07:44,2024-03-03,3,7,Downtown,SUV,airport,3.5,44.96,4,1
T02618,2024-06-04 08:35,2024-06-04,6,8,Coconut Grove,SUV,nightlife,6.7,48.57,5,1
T02619,2024-01-17 04:33,2024-01-17,1,4,Coconut Grove,SUV,nightlife,3.5,51.09,4,1
T02620,2024-03-03 18:48,2024-03-03,3,18,Doral,SUV,event,2.7,53.09,4,1
T02621,2024-05-17 01:20,2024-05-17,5,1,Brickell,SUV,airport,9.9,41.51,4,1
T02622,2024-04-23 02:30,2024-04-23,4,2,Coral Gables,Minivan,nightlife,2.4,10.45,4,1
T02623,2024-02-25 19:31,2024-02-25,2,19,Coconut Grove,Sedan,long_distance,3.1,45.7,4,1
T02624,2024-04-20 03:46,2024-04-20,4,3,Downtown,Minivan,wedding,7.5,57.13,5,1
T02625,2024-06-11 19:48,2024-06-11,6,19,Downtown,Sedan,nightlife,4.9,36.69,5,1
T02626,2024-04-14 19:17,2024-04-14,4,19,Downtown,Sedan,wedding,14.7,34.86,4,1
T02627,2024-05-09 15:32,2024-05-09,5,15,Coconut Grove,Sedan,wedding,2.6,46.66,4,1
T02628,2024-05-16 07:21,2024-05-16,5,7,Coconut Grove,SUV,wedding,43.1,34.08,5,1
T02629,2024-03-20 20:28,2024-03-20,3,20,Brickell,SUV,airport,21.1,36.55,5,1
T02630,2024-03-22 16:30,2024-03-22,3,16,Downtown,SUV,airport,4.0,45.09,4,1
T02631,2024-04-20 21:19,2024-04-20,4,21,Brickell,Sedan,event,7.9,32.64,5,1
T02632,2024-06-24 17:52,2024-06-24,6,17,Wynwood,Sedan,airport,23.1,17.1,5,1
T02633,2024-02-29 06:19,2024-02-29,2,6,Aventura,Sedan,errand,5.0,21.06,5,1
T02634,2024-05-15 15:06,2024-05-15,5,15,Coconut Grove,Minivan,long_distance,8.4,37.8,5,1
T02635,2024-06-21 04:20,2024-06-21,6,4,Wynwood,Minivan,airport,29.4,40.44,5,1
T02636,2024-02-13 05:39,2024-02-13,2,5,Wynwood,Sedan,errand,2.0,63.52,5,0
T02637,2024-05-01 20:38,2024-05-01,5,20,Midtown,SUV,wedding,14.6,36.48,4,1
T02638,2024-03-08 15:59,2024-03-08,3,15,Coconut Grove,SUV,errand,6.4,37.83,4,1
T02639,2024-03-26 23:22,2024-03-26,3,23,Little Havana,Convertible,event,3.7,41.47,5,1
T02640,2024-05-24 12:48,2024-05-24,5,12,Midtown,SUV,nightlife,6.1,23.06,5,1
T02641,2024-04-13 01:26,2024-04-13,4,1,Little Havana,SUV,wedding,11.8,58.67,5,1
T02642,2024-04-26 08:01,2024-04-26,4,8,Coral Gables,Minivan,airport,1.6,35.23,5,1
T02643,2024-03-06 09:53,2024-03-06,3,9,Little Havana,Sedan,nightlife,6.4,38.08,4,1
T02644,2024-04-07 10:35,2024-04-07,4,10,Aventura,SUV,wedding,16.0,53.16,4,1
T02645,2024-02-25 19:32,2024-02-25,2,19,Downtown,Sedan,errand,6.7,50.83,4,1
T02646,2024-03-03 05:20,2024-03-03,3,5,Downtown,Luxury,wedding,12.3,65.25,4,1
T02647,2024-01-12 21:24,2024-01-12,1,21,Downtown,Minivan,airport,6.4,40.96,5,1
T02648,2024-06-04 18:24,2024-06-04,6,18,South Beach,SUV,nightlife,3.4,22.79,4,1
T02649,2024-03-28 08:34,2024-03-28,3,8,Little Havana,Sedan,event,5.7,49.78,4,1
T02650,2024-01-29 15:08,2024-01-29,1,15,Brickell,Luxury,errand,10.4,45.81,5,0
T02651,2024-04-15 04:55,2024-04-15,4,4,Wynwood,Sedan,long_distance,8.6,8.0,4,1
T02652,2024-02-21 17:05,2024-02-21,2,17,Downtown,Sedan,airport,1.6,16.14,4,1
T02653,2024-05-19 21:16,2024-05-19,5,21,Aventura,Sedan,long_distance,4.4,43.35,4,1
T02654,2024-06-25 00:08,2024-06-25,6,0,Brickell,Sedan,wedding,7.2,21.77,5,1
T02655,2024-03-21 11:57,2024-03-21,3,11,Downtown,Luxury,wedding,6.3,57.4,5,1
T02656,2024-02-17 10:29,2024-02-17,2,10,Coral Gables,SUV,event,11.2,41.02,4,1
T02657,2024-02-20 21:45,2024-02-20,2,21,Coconut Grove,Luxury,errand,3.0,21.35,4,1
T02658,2024-01-06 04:07,2024-01-06,1,4,Midtown,Sedan,event,3.6,31.89,5,1
T02659,2024-05-04 01:53,2024-05-04,5,1,Aventura,Luxury,nightlife,5.1,44.29,5,1
T02660,2024-05-11 11:01,2024-05-11,5,11,Doral,Sedan,event,15.9,41.6,5,0
T02661,2024-05-09 10:50,2024-05-09,5,10,Aventura,Sedan,event,6.6,50.14,5,1
T02662,2024-03-26 20:04,2024-03-26,3,20,Brickell,SUV,long_distance,8.6,53.65,4,1
T02663,2024-05-22 03:34,2024-05-22,5,3,Wynwood,SUV,long_distance,2.6,49.35,5,1
T02664,2024-01-23 18:59,2024-01-23,1,18,Downtown,Sedan,long_distance,10.5,50.88,4,1
T02665,2024-02-18 02:49,2024-02-18,2,2,Midtown,SUV,errand,3.2,37.29,4,1
T02666,2024-02-08 20:21,2024-02-08,2,20,Brickell,Luxury,airport,13.4,24.18,4,1
T02667,2024-03-27 14:33,2024-03-27,3,14,Midtown,Minivan,nightlife,10.8,40.78,5,1
T02668,2024-03-16 00:39,2024-03-16,3,0,Midtown,SUV,nightlife,5.9,23.96,4,1
T02669,2024-03-23 13:09,2024-03-23,3,13,Coconut Grove,Sedan,airport,24.9,51.52,5,1
T02670,2024-03-24 17:29,2024-03-24,3,17,Coral Gables,SUV,long_distance,2.3,46.41,5,1
T02671,2024-05-27 04:12,2024-05-27,5,4,Wynwood,Sedan,airport,1.6,30.93,4,1
T02672,2024-01-26 00:34,2024-01-26,1,0,Doral,Sedan,nightlife,2.1,37.28,5,1
T02673,2024-05-18 11:04,2024-05-18,5,11,Little Havana,Luxury,errand,6.3,29.14,4,1
T02674,2024-06-17 06:12,2024-06-17,6,6,Coconut Grove,Sedan,airport,3.9,40.09,5,1
T02675,2024-03-10 07:59,2024-03-10,3,7,Coral Gables,SUV,errand,5.5,43.67,5,1
T02676,2024-04-22 03:53,2024-04-22,4,3,Midtown,Sedan,nightlife,12.2,35.52,5,1
T02677,2024-02-23 12:03,2024-02-23,2,12,Downtown,Minivan,event,21.8,41.12,5,1
T02678,2024-02-22 12:37,2024-02-22,2,12,Brickell,Sedan,nightlife,23.5,76.81,4,0
T02679,2024-05-09 18:46,2024-05-09,5,18,Aventura,SUV,nightlife,2.6,38.55,5,1
T02680,2024-02-23 03:31,2024-02-23,2,3,Doral,Sedan,errand,2.1,41.44,4,1
T02681,2024-03-22 13:12,2024-03-22,3,13,Coral Gables,Luxury,nightlife,6.8,52.58,4,1
T02682,2024-04-02 15:16,2024-04-02,4,15,Aventura,Sedan,nightlife,2.7,36.98,4,0
T02683,2024-01-05 00:24,2024-01-05,1,0,Midtown,Sedan,event,8.3,14.44,5,0
T02684,2024-01-26 11:23,2024-01-26,1,11,Coconut Grove,Sedan,nightlife,8.7,33.99,5,1
T02685,2024-06-15 09:14,2024-06-15,6,9,Brickell,Luxury,wedding,9.0,43.98,5,1
T02686,2024-04-09 15:01,2024-04-09,4,15,Coconut Grove,Luxury,wedding,18.3,10.63,4,1
T02687,2024-03-23 01:09,2024-03-23,3,1,Coral Gables,Luxury,airport,6.0,29.9,4,1
T02688,2024-02-02 16:09,2024-02-02,2,16,Wynwood,SUV,wedding,69.8,19.12,4,1
T02689,2024-01-10 01:38,2024-01-10,1,1,Coral Gables,Sedan,wedding,1.8,39.58,5,1
T02690,2024-04-05 19:26,2024-04-05,4,19,Wynwood,Sedan,event,11.0,66.46,4,1
T02691,2024-05-12 04:47,2024-05-12,5,4,Wynwood,Sedan,errand,38.7,50.51,5,1
T02692,2024-01-29 05:01,2024-01-29,1,5,Downtown,SUV,airport,14.1,32.3,5,1
T02693,2024-06-09 11:58,2024-06-09,6,11,Coconut Grove,Minivan,long_distance,23.9,53.75,4,1
T02694,2024-01-07 10:01,2024-01-07,1,10,Downtown,Sedan,nightlife,12.9,45.42,4,1
T02695,2024-02-06 13:02,2024-02-06,2,13,Aventura,Sedan,event,10.7,45.94,4,1
T02696,2024-05-14 05:10,2024-05-14,5,5,Brickell,Luxury,nightlife,8.1,19.96,4,1
T02697,2024-02-27 02:26,2024-02-27,2,2,Brickell,SUV,nightlife,7.1,30.06,5,0
T02698,2024-04-28 13:54,2024-04-28,4,13,Aventura,Luxury,event,7.2,38.87,4,1
T02699,2024-06-03 20:00,2024-06-03,6,20,Coconut Grove,SUV,event,4.0,47.34,4,1
T02700,2024-03-06 04:20,2024-03-06,3,4,Aventura,Minivan,errand,4.4,42.41,4,0
T02701,2024-06-20 22:06,2024-06-20,6,22,Downtown,Sedan,event,9.8,65.9,5,1
T02702,2024-05-26 06:08,2024-05-26,5,6,Coral Gables,Luxury,long_distance,5.4,48.82,5,1
T02703,2024-02-06 07:42,2024-02-06,2,7,Brickell,SUV,wedding,7.6,39.0,5,1
T02704,2024-04-13 09:56,2024-04-13,4,9,Doral,SUV,nightlife,2.7,50.64,4,1
T02705,2024-03-05 05:46,2024-03-05,3,5,Coconut Grove,SUV,errand,17.8,30.84,4,1
T02706,2024-04-28 21:37,2024-04-28,4,21,Aventura,Minivan,long_distance,6.6,40.54,4,1
T02707,2024-03-09 04:20,2024-03-09,3,4,Midtown,SUV,errand,3.7,45.03,4,1
T02708,2024-05-28 23:59,2024-05-28,5,23,South Beach,Sedan,wedding,2.3,39.51,4,1
T02709,2024-04-08 20:03,2024-04-08,4,20,Coral Gables,SUV,airport,1.7,37.17,4,1
T02710,2024-06-11 01:53,2024-06-11,6,1,Coral Gables,Minivan,airport,23.1,43.95,5,1
T02711,2024-01-03 18:30,2024-01-03,1,18,Downtown,Sedan,errand,23.0,24.03,4,1
T02712,2024-05-27 12:28,2024-05-27,5,12,Coral Gables,Sedan,event,2.1,40.36,5,1
T02713,2024-05-19 14:07,2024-05-19,5,14,Coconut Grove,SUV,wedding,5.4,27.78,4,1
T02714,2024-03-27 10:57,2024-03-27,3,10,Wynwood,Sedan,errand,14.7,34.12,5,1
T02715,2024-05-04 17:29,2024-05-04,5,17,Brickell,Sedan,wedding,3.5,27.66,4,1
T02716,2024-05-12 08:04,2024-05-12,5,8,Little Havana,SUV,event,8.7,65.45,4,1
T02717,2024-05-19 04:06,2024-05-19,5,4,Coral Gables,SUV,event,10.4,38.97,4,1
T02718,2024-01-31 17:45,2024-01-31,1,17,Coconut Grove,Sedan,airport,3.2,34.53,5,1
T02719,2024-03-19 14:27,2024-03-19,3,14,Aventura,Minivan,nightlife,2.1,42.14,5,0
T02720,2024-05-09 05:25,2024-05-09,5,5,Aventura,Sedan,airport,13.1,19.75,5,1
T02721,2024-06-23 07:49,2024-06-23,6,7,South Beach,Sedan,airport,3.5,43.01,5,1
T02722,2024-03-31 16:38,2024-03-31,3,16,Wynwood,Minivan,long_distance,2.0,51.73,5,1
T02723,2024-05-14 01:51,2024-05-14,5,1,Aventura,Sedan,errand,7.3,63.42,4,1
T02724,2024-06-26 16:10,2024-06-26,6,16,Little Havana,Sedan,airport,9.7,45.22,5,1
T02725,2024-02-12 20:40,2024-02-12,2,20,Doral,Sedan,airport,4.0,38.78,4,1
T02726,2024-02-08 17:39,2024-02-08,2,17,Midtown,Luxury,airport,11.4,28.89,5,1
T02727,2024-04-12 09:24,2024-04-12,4,9,Aventura,Convertible,event,11.4,31.62,5,1
T02728,2024-04-29 10:08,2024-04-29,4,10,Coconut Grove,Minivan,nightlife,26.2,32.24,5,1
T02729,2024-05-22 21:19,2024-05-22,5,21,Coral Gables,SUV,wedding,3.8,22.24,4,1
T02730,2024-01-18 01:48,2024-01-18,1,1,Midtown,Sedan,airport,6.2,47.38,3,1
T02731,2024-02-11 07:25,2024-02-11,2,7,Wynwood,SUV,wedding,4.3,57.56,5,1
T02732,2024-05-31 06:15,2024-05-31,5,6,Little Havana,Luxury,nightlife,3.0,24.24,5,1
T02733,2024-03-11 04:57,2024-03-11,3,4,Midtown,Sedan,nightlife,25.7,34.47,4,1
T02734,2024-05-29 21:09,2024-05-29,5,21,Coral Gables,Sedan,event,7.4,54.41,5,1
T02735,2024-03-11 10:00,2024-03-11,3,10,Brickell,SUV,long_distance,1.6,32.61,4,1
T02736,2024-01-27 20:38,2024-01-27,1,20,Downtown,SUV,airport,3.4,61.64,5,1
T02737,2024-03-17 03:34,2024-03-17,3,3,Doral,Sedan,event,4.2,40.49,4,1
T02738,2024-03-28 08:02,2024-03-28,3,8,Midtown,Sedan,errand,15.1,30.15,5,1
T02739,2024-04-29 13:37,2024-04-29,4,13,Wynwood,SUV,wedding,6.1,48.03,4,1
T02740,2024-05-04 09:14,2024-05-04,5,9,Aventura,SUV,nightlife,14.2,23.32,4,1
T02741,2024-06-03 19:55,2024-06-03,6,19,Little Havana,Sedan,airport,20.6,44.5,5,1
T02742,2024-06-19 15:53,2024-06-19,6,15,Midtown,Sedan,event,7.5,41.36,5,1
T02743,2024-01-27 08:53,2024-01-27,1,8,Coconut Grove,Sedan,errand,3.7,41.48,5,1
T02744,2024-03-25 13:42,2024-03-25,3,13,Coconut Grove,Minivan,errand,40.9,36.85,5,1
T02745,2024-01-26 22:51,2024-01-26,1,22,Downtown,Minivan,airport,3.2,34.34,5,1
T02746,2024-02-26 18:27,2024-02-26,2,18,Coconut Grove,SUV,nightlife,2.4,42.49,4,0
T02747,2024-05-04 17:38,2024-05-04,5,17,Doral,SUV,event,6.1,31.07,4,1
T02748,2024-06-19 12:02,2024-06-19,6,12,Doral,Convertible,nightlife,2.9,71.03,5,1
T02749,2024-06-13 03:36,2024-06-13,6,3,Brickell,Sedan,nightlife,14.3,33.77,4,0
T02750,2024-03-02 11:37,2024-03-02,3,11,Doral,Luxury,event,9.7,40.95,5,1
T02751,2024-01-11 11:41,2024-01-11,1,11,Downtown,SUV,event,10.3,33.65,5,1
T02752,2024-05-13 01:25,2024-05-13,5,1,Midtown,SUV,wedding,9.6,54.53,4,1
T02753,2024-02-25 18:11,2024-02-25,2,18,South Beach,SUV,wedding,3.6,33.13,4,0
T02754,2024-01-26 09:58,2024-01-26,1,9,Midtown,Luxury,nightlife,5.3,55.18,3,1
T02755,2024-03-05 11:52,2024-03-05,3,11,Little Havana,SUV,errand,5.0,35.38,5,0
T02756,2024-03-04 08:28,2024-03-04,3,8,South Beach,Luxury,errand,11.0,11.87,5,1
T02757,2024-06-11 08:49,2024-06-11,6,8,Wynwood,Convertible,airport,4.9,47.06,5,1
T02758,2024-05-20 20:20,2024-05-20,5,20,Midtown,SUV,errand,4.7,50.43,5,1
T02759,2024-02-14 15:54,2024-02-14,2,15,Brickell,Sedan,errand,9.4,41.79,4,1
T02760,2024-05-17 23:51,2024-05-17,5,23,Coral Gables,Sedan,errand,10.0,38.55,5,1
T02761,2024-01-26 23:05,2024-01-26,1,23,Midtown,Minivan,errand,16.7,31.4,4,1
T02762,2024-06-12 05:48,2024-06-12,6,5,Midtown,Sedan,airport,3.0,46.01,5,1
T02763,2024-05-04 11:21,2024-05-04,5,11,Downtown,SUV,errand,13.7,30.55,4,1
T02764,2024-02-13 10:01,2024-02-13,2,10,Brickell,SUV,airport,9.8,44.17,4,1
T02765,2024-05-09 22:41,2024-05-09,5,22,Aventura,Minivan,errand,8.6,39.78,5,1
T02766,2024-05-17 05:25,2024-05-17,5,5,Doral,Luxury,wedding,1.8,62.74,4,1
T02767,2024-01-24 02:45,2024-01-24,1,2,Doral,Sedan,wedding,11.3,19.24,4,1
T02768,2024-03-08 04:45,2024-03-08,3,4,Little Havana,Sedan,long_distance,11.7,31.56,4,1
T02769,2024-02-04 12:06,2024-02-04,2,12,Coconut Grove,SUV,long_distance,3.6,53.68,5,1
T02770,2024-01-22 10:14,2024-01-22,1,10,Downtown,Minivan,nightlife,5.3,37.9,5,1
T02771,2024-02-09 21:17,2024-02-09,2,21,South Beach,Minivan,event,5.6,57.01,5,1
T02772,2024-06-26 07:15,2024-06-26,6,7,Coral Gables,Sedan,event,2.7,35.97,4,1
T02773,2024-02-25 04:00,2024-02-25,2,4,Coconut Grove,SUV,airport,3.2,39.87,5,0
T02774,2024-06-05 15:53,2024-06-05,6,15,Downtown,SUV,event,1.8,52.45,5,1
T02775,2024-05-25 06:26,2024-05-25,5,6,Wynwood,Luxury,long_distance,15.7,45.32,5,1
T02776,2024-06-09 18:56,2024-06-09,6,18,Midtown,Sedan,wedding,1.6,38.01,4,1
T02777,2024-04-03 08:27,2024-04-03,4,8,Little Havana,Sedan,errand,6.5,48.31,4,1
T02778,2024-03-01 10:34,2024-03-01,3,10,Little Havana,Luxury,nightlife,21.7,50.23,4,0
T02779,2024-02-04 10:55,2024-02-04,2,10,Coral Gables,Luxury,long_distance,7.5,27.65,5,1
T02780,2024-01-25 16:45,2024-01-25,1,16,Downtown,Sedan,long_distance,16.4,58.02,5,1
T02781,2024-06-03 07:46,2024-06-03,6,7,Little Havana,Sedan,wedding,4.6,29.21,5,1
T02782,2024-05-21 07:29,2024-05-21,5,7,Coconut Grove,SUV,long_distance,18.7,29.99,5,1
T02783,2024-04-27 19:28,2024-04-27,4,19,Downtown,Luxury,long_distance,2.8,26.74,4,1
T02784,2024-02-13 00:35,2024-02-13,2,0,Downtown,Sedan,long_distance,4.6,10.08,4,1
T02785,2024-03-29 15:55,2024-03-29,3,15,Wynwood,Luxury,nightlife,23.4,48.18,5,1
T02786,2024-01-17 23:17,2024-01-17,1,23,Doral,Sedan,errand,17.5,54.1,5,0
T02787,2024-01-08 22:38,2024-01-08,1,22,Downtown,Convertible,event,8.7,22.06,4,1
T02788,2024-02-04 12:13,2024-02-04,2,12,Downtown,Sedan,errand,14.3,60.48,5,1
T02789,2024-06-21 09:21,2024-06-21,6,9,Coral Gables,SUV,long_distance,6.4,25.26,4,1
T02790,2024-05-10 13:09,2024-05-10,5,13,Aventura,Sedan,wedding,6.1,15.06,5,1
T02791,2024-01-02 19:03,2024-01-02,1,19,Little Havana,Sedan,long_distance,37.3,16.54,4,1
T02792,2024-01-19 19:04,2024-01-19,1,19,Aventura,SUV,event,17.6,40.05,4,1
T02793,2024-02-19 07:38,2024-02-19,2,7,Wynwood,Luxury,airport,5.2,42.19,5,1
T02794,2024-05-06 23:07,2024-05-06,5,23,Little Havana,SUV,nightlife,19.8,33.55,5,1
T02795,2024-04-13 18:44,2024-04-13,4,18,Midtown,Luxury,event,2.0,48.85,5,1
T02796,2024-05-01 04:54,2024-05-01,5,4,Little Havana,Sedan,airport,7.2,55.94,5,1
T02797,2024-03-31 05:45,2024-03-31,3,5,Midtown,SUV,errand,26.1,35.74,5,1
T02798,2024-02-17 08:25,2024-02-17,2,8,Coral Gables,Sedan,airport,9.1,25.55,5,1
T02799,2024-06-14 20:05,2024-06-14,6,20,Little Havana,Luxury,event,16.9,51.56,4,1
T02800,2024-05-14 08:01,2024-05-14,5,8,Doral,SUV,nightlife,7.0,32.76,5,0
T02801,2024-01-16 21:23,2024-01-16,1,21,Brickell,SUV,airport,5.5,23.85,4,1
T02802,2024-05-15 00:00,2024-05-15,5,0,Little Havana,Sedan,event,2.0,55.19,4,1
T02803,2024-05-25 18:23,2024-05-25,5,18,Brickell,Minivan,airport,10.2,57.06,5,1
T02804,2024-06-07 15:11,2024-06-07,6,15,Aventura,Sedan,airport,6.7,47.09,4,0
T02805,2024-01-25 21:58,2024-01-25,1,21,Wynwood,Luxury,long_distance,19.5,29.35,4,1
T02806,2024-02-15 14:45,2024-02-15,2,14,Wynwood,Sedan,long_distance,2.0,61.07,4,1
T02807,2024-04-23 00:39,2024-04-23,4,0,South Beach,SUV,long_distance,1.6,13.29,5,1
T02808,2024-01-31 09:59,2024-01-31,1,9,Coconut Grove,Sedan,nightlife,14.3,54.27,5,1
T02809,2024-02-16 18:33,2024-02-16,2,18,Wynwood,SUV,nightlife,2.2,62.07,5,1
T02810,2024-06-03 04:39,2024-06-03,6,4,Little Havana,Sedan,event,3.9,43.05,4,1
T02811,2024-05-20 12:50,2024-05-20,5,12,Downtown,SUV,nightlife,7.6,46.38,4,1
T02812,2024-01-17 10:15,2024-01-17,1,10,Little Havana,Sedan,airport,1.9,61.09,5,1
T02813,2024-05-05 06:50,2024-05-05,5,6,Midtown,SUV,nightlife,9.8,50.23,4,1
T02814,2024-05-02 21:45,2024-05-02,5,21,Doral,Sedan,nightlife,2.4,56.65,4,1
T02815,2024-01-24 21:41,2024-01-24,1,21,Little Havana,Luxury,long_distance,21.6,33.68,5,1
T02816,2024-06-28 17:33,2024-06-28,6,17,Midtown,Sedan,long_distance,14.3,50.76,4,1
T02817,2024-03-13 10:08,2024-03-13,3,10,Downtown,Sedan,airport,7.3,29.74,4,1
T02818,2024-06-09 13:25,2024-06-09,6,13,Midtown,SUV,event,18.1,34.49,5,1
T02819,2024-01-07 15:06,2024-01-07,1,15,Little Havana,Sedan,long_distance,3.0,42.25,4,1
T02820,2024-04-09 09:31,2024-04-09,4,9,Coconut Grove,SUV,wedding,14.2,68.84,4,1
T02821,2024-05-15 01:12,2024-05-15,5,1,Brickell,SUV,errand,2.4,34.58,4,1
T02822,2024-05-26 17:11,2024-05-26,5,17,Little Havana,Sedan,wedding,2.4,31.96,5,1
T02823,2024-01-08 01:19,2024-01-08,1,1,Midtown,SUV,airport,11.4,37.44,4,1
T02824,2024-05-17 01:52,2024-05-17,5,1,Midtown,Sedan,wedding,2.6,43.91,5,1
T02825,2024-02-15 16:23,2024-02-15,2,16,South Beach,Sedan,airport,4.8,47.99,5,1
T02826,2024-02-17 07:45,2024-02-17,2,7,Little Havana,Luxury,nightlife,4.0,45.22,5,1
T02827,2024-05-06 06:36,2024-05-06,5,6,Doral,SUV,nightlife,10.6,32.17,5,1
T02828,2024-04-07 06:57,2024-04-07,4,6,Brickell,Luxury,errand,4.0,60.54,5,1
T02829,2024-03-02 21:52,2024-03-02,3,21,Little Havana,Sedan,airport,7.8,35.82,4,0
T02830,2024-02-28 11:58,2024-02-28,2,11,Midtown,Luxury,nightlife,14.6,19.42,4,1
T02831,2024-06-02 07:39,2024-06-02,6,7,Coconut Grove,Sedan,event,9.0,60.65,4,1
T02832,2024-06-09 09:13,2024-06-09,6,9,Coconut Grove,SUV,event,31.9,28.72,4,1
T02833,2024-04-16 13:24,2024-04-16,4,13,Coconut Grove,Sedan,airport,8.2,60.33,4,1
T02834,2024-05-04 08:38,2024-05-04,5,8,South Beach,SUV,wedding,19.7,59.42,4,1
T02835,2024-01-11 22:49,2024-01-11,1,22,Downtown,Minivan,airport,14.8,29.97,4,1
T02836,2024-02-27 02:40,2024-02-27,2,2,Brickell,Sedan,nightlife,1.7,46.09,5,1
T02837,2024-05-05 02:11,2024-05-05,5,2,Aventura,Sedan,errand,11.9,31.29,4,1
T02838,2024-03-06 21:45,2024-03-06,3,21,Midtown,Convertible,errand,3.7,22.61,4,1
T02839,2024-03-13 18:16,2024-03-13,3,18,Brickell,Sedan,nightlife,6.9,28.97,5,1
T02840,2024-02-21 02:35,2024-02-21,2,2,Downtown,Luxury,airport,7.8,28.81,5,1
T02841,2024-01-10 15:30,2024-01-10,1,15,Brickell,Sedan,nightlife,9.2,35.63,4,1
T02842,2024-04-09 05:05,2024-04-09,4,5,Brickell,Luxury,airport,20.9,47.35,4,1
T02843,2024-04-04 14:47,2024-04-04,4,14,Wynwood,SUV,event,21.2,51.24,5,1
T02844,2024-01-11 21:59,2024-01-11,1,21,Aventura,Sedan,airport,1.5,33.47,5,1
T02845,2024-03-22 01:36,2024-03-22,3,1,South Beach,Luxury,airport,22.8,49.34,4,1
T02846,2024-03-05 05:22,2024-03-05,3,5,Downtown,Minivan,airport,3.1,34.84,5,1
T02847,2024-01-15 12:24,2024-01-15,1,12,Wynwood,Sedan,errand,4.2,63.62,5,1
T02848,2024-02-27 05:40,2024-02-27,2,5,Coral Gables,Luxury,errand,9.3,40.82,4,1
T02849,2024-04-22 00:55,2024-04-22,4,0,Downtown,Sedan,nightlife,5.7,39.55,4,1
T02850,2024-06-03 16:18,2024-06-03,6,16,Aventura,Sedan,airport,8.6,20.9,4,1
T02851,2024-03-22 01:07,2024-03-22,3,1,Brickell,Minivan,event,2.3,41.13,4,1
T02852,2024-01-05 19:46,2024-01-05,1,19,Wynwood,Luxury,wedding,5.6,55.48,4,0
T02853,2024-04-04 01:09,2024-04-04,4,1,Brickell,Luxury,wedding,5.5,32.18,5,1
